"original_model_model;""scaled_model_id""",original_model_model,scaled_model_id,,,,,,,,,
242.09.6219-pitcher;18789,242.09.6219-pitcher,18789,"""",""" ","""18789"" ","18789,",",","18789:""242.09.6219-pitcher"" ,",,,
242.02.5746;18793,242.02.5746,18793,"""",""" ","""18793"" ","18793,",",","18793:""242.02.5746"" ,",,,
red_mug;18804,red_mug,18804,"""",""" ","""18804"" ","18804,",",","18804:""red_mug"" ,",,,
tennis_ball_can;18798,tennis_ball_can,18798,"""",""" ","""18798"" ","18798,",",","18798:""tennis_ball_can"" ,",,,
9099KCAB;18740,9099KCAB,18740,"""",""" ","""18740"" ","18740,",",","18740:""9099KCAB"" ,",,,
GC180AW;18741,GC180AW,18741,"""",""" ","""18741"" ","18741,",",","18741:""GC180AW"" ,",,,
tilex_spray;18751,tilex_spray,18751,"""",""" ","""18751"" ","18751,",",","18751:""tilex_spray"" ,",,,
Atlantis;18743,Atlantis,18743,"""",""" ","""18743"" ","18743,",",","18743:""Atlantis"" ,",,,
fructis_shampoo_bottle;18745,fructis_shampoo_bottle,18745,"""",""" ","""18745"" ","18745,",",","18745:""fructis_shampoo_bottle"" ,",,,
Tide;18757,Tide,18757,"""",""" ","""18757"" ","18757,",",","18757:""Tide"" ,",,,
Pantene;18752,Pantene,18752,"""",""" ","""18752"" ","18752,",",","18752:""Pantene"" ,",,,
Arm & Hammer;18756,Arm & Hammer,18756,"""",""" ","""18756"" ","18756,",",","18756:""Arm & Hammer"" ,",,,
Mop&Glo;18755,Mop&Glo,18755,"""",""" ","""18755"" ","18755,",",","18755:""Mop&Glo"" ,",,,
clorox;18759,clorox,18759,"""",""" ","""18759"" ","18759,",",","18759:""clorox"" ,",,,
all;18760,all,18760,"""",""" ","""18760"" ","18760,",",","18760:""all"" ,",,,
CR-6000;18754,CR-6000,18754,"""",""" ","""18754"" ","18754,",",","18754:""CR-6000"" ,",,,
OB36/OB03;18761,OB36/OB03,18761,"""",""" ","""18761"" ","18761,",",","18761:""OB36/OB03"" ,",,,
megabloks1x3_tall_yellow;18772,megabloks1x3_tall_yellow,18772,"""",""" ","""18772"" ","18772,",",","18772:""megabloks1x3_tall_yellow"" ,",,,
megabloks1x4_short_blue;18773,megabloks1x4_short_blue,18773,"""",""" ","""18773"" ","18773,",",","18773:""megabloks1x4_short_blue"" ,",,,
kleenex_box;18782,kleenex_box,18782,"""",""" ","""18782"" ","18782,",",","18782:""kleenex_box"" ,",,,
megabloks1x4_tall_red;18774,megabloks1x4_tall_red,18774,"""",""" ","""18774"" ","18774,",",","18774:""megabloks1x4_tall_red"" ,",,,
Downy ultra;18758,Downy ultra,18758,"""",""" ","""18758"" ","18758,",",","18758:""Downy ultra"" ,",,,
megabloks2x2_tall_blue;18775,megabloks2x2_tall_blue,18775,"""",""" ","""18775"" ","18775,",",","18775:""megabloks2x2_tall_blue"" ,",,,
simple_green;18794,simple_green,18794,"""",""" ","""18794"" ","18794,",",","18794:""simple_green"" ,",,,
megabloks2x4_yellow;18776,megabloks2x4_yellow,18776,"""",""" ","""18776"" ","18776,",",","18776:""megabloks2x4_yellow"" ,",,,
sterile_pads;18790,sterile_pads,18790,"""",""" ","""18790"" ","18790,",",","18790:""sterile_pads"" ,",,,
megabloks_single_yellow;18777,megabloks_single_yellow,18777,"""",""" ","""18777"" ","18777,",",","18777:""megabloks_single_yellow"" ,",,,
Pledge;18753,Pledge,18753,"""",""" ","""18753"" ","18753,",",","18753:""Pledge"" ,",,,
milk-1gal;18762,milk-1gal,18762,"""",""" ","""18762"" ","18762,",",","18762:""milk-1gal"" ,",,,
orange_juice;18763,orange_juice,18763,"""",""" ","""18763"" ","18763,",",","18763:""orange_juice"" ,",,,
All-small;18764,All-small,18764,"""",""" ","""18764"" ","18764,",",","18764:""All-small"" ,",,,
900.444.86cup;18720,900.444.86cup,18720,"""",""" ","""18720"" ","18720,",",","18720:""900.444.86cup"" ,",,,
901.163.79;18721,901.163.79,18721,"""",""" ","""18721"" ","18721,",",","18721:""901.163.79"" ,",,,
200.03.1152;18723,200.03.1152,18723,"""",""" ","""18723"" ","18723,",",","18723:""200.03.1152"" ,",,,
200.01.3598;18725,200.01.3598,18725,"""",""" ","""18725"" ","18725,",",","18725:""200.01.3598"" ,",,,
200.01.3345;18726,200.01.3345,18726,"""",""" ","""18726"" ","18726,",",","18726:""200.01.3345"" ,",,,
200.01.3346;18727,200.01.3346,18727,"""",""" ","""18727"" ","18727,",",","18727:""200.01.3346"" ,",,,
200.01.3477;18728,200.01.3477,18728,"""",""" ","""18728"" ","18728,",",","18728:""200.01.3477"" ,",,,
200.01.0773;18729,200.01.0773,18729,"""",""" ","""18729"" ","18729,",",","18729:""200.01.0773"" ,",,,
200.01.0169;18730,200.01.0169,18730,"""",""" ","""18730"" ","18730,",",","18730:""200.01.0169"" ,",,,
200.01.0422;18731,200.01.0422,18731,"""",""" ","""18731"" ","18731,",",","18731:""200.01.0422"" ,",,,
200.01.4266;18732,200.01.4266,18732,"""",""" ","""18732"" ","18732,",",","18732:""200.01.4266"" ,",,,
200.01.0271;18733,200.01.0271,18733,"""",""" ","""18733"" ","18733,",",","18733:""200.01.0271"" ,",,,
200.01.3463;18734,200.01.3463,18734,"""",""" ","""18734"" ","18734,",",","18734:""200.01.3463"" ,",,,
200.01.0426-green-large;18736,200.01.0426-green-large,18736,"""",""" ","""18736"" ","18736,",",","18736:""200.01.0426-green-large"" ,",,,
200.01.0426-orange-med;18737,200.01.0426-orange-med,18737,"""",""" ","""18737"" ","18737,",",","18737:""200.01.0426-orange-med"" ,",,,
200.01.0426-blue-small;18738,200.01.0426-blue-small,18738,"""",""" ","""18738"" ","18738,",",","18738:""200.01.0426-blue-small"" ,",,,
solo_plastic_bowl;18747,solo_plastic_bowl,18747,"""",""" ","""18747"" ","18747,",",","18747:""solo_plastic_bowl"" ,",,,
solo_plastic_cup;18748,solo_plastic_cup,18748,"""",""" ","""18748"" ","18748,",",","18748:""solo_plastic_cup"" ,",,,
big_plate;18973,big_plate,18973,"""",""" ","""18973"" ","18973,",",","18973:""big_plate"" ,",,,
dixie_paper_bowl;18749,dixie_paper_bowl,18749,"""",""" ","""18749"" ","18749,",",","18749:""dixie_paper_bowl"" ,",,,
milk-carton;18768,milk-carton,18768,"""",""" ","""18768"" ","18768,",",","18768:""milk-carton"" ,",,,
megabloks1x2_countour_yellow;18769,megabloks1x2_countour_yellow,18769,"""",""" ","""18769"" ","18769,",",","18769:""megabloks1x2_countour_yellow"" ,",,,
megabloks2x2_short_red;18778,megabloks2x2_short_red,18778,"""",""" ","""18778"" ","18778,",",","18778:""megabloks2x2_short_red"" ,",,,
megabloks1x2_short_yellow;18770,megabloks1x2_short_yellow,18770,"""",""" ","""18770"" ","18770,",",","18770:""megabloks1x2_short_yellow"" ,",,,
megabloks1x2_tall_green;18771,megabloks1x2_tall_green,18771,"""",""" ","""18771"" ","18771,",",","18771:""megabloks1x2_tall_green"" ,",,,
Oatmeal_crisp;18780,Oatmeal_crisp,18780,"""",""" ","""18780"" ","18780,",",","18780:""Oatmeal_crisp"" ,",,,
shredded_wheat;18781,shredded_wheat,18781,"""",""" ","""18781"" ","18781,",",","18781:""shredded_wheat"" ,",,,
power_scissors;18795,power_scissors,18795,"""",""" ","""18795"" ","18795,",",","18795:""power_scissors"" ,",,,
organic chai;18806,organic chai,18806,"""",""" ","""18806"" ","18806,",",","18806:""organic chai"" ,",,,
Dove_bar;18801,Dove_bar,18801,"""",""" ","""18801"" ","18801,",",","18801:""Dove_bar"" ,",,,
hydrogen_peroxide_bottle;18802,hydrogen_peroxide_bottle,18802,"""",""" ","""18802"" ","18802,",",","18802:""hydrogen_peroxide_bottle"" ,",,,
000.921.13;18666,000.921.13,18666,"""",""" ","""18666"" ","18666,",",","18666:""000.921.13"" ,",,,
001.172.98;18667,001.172.98,18667,"""",""" ","""18667"" ","18667,",",","18667:""001.172.98"" ,",,,
001.327.79;18668,001.327.79,18668,"""",""" ","""18668"" ","18668,",",","18668:""001.327.79"" ,",,,
100.572.51;18669,100.572.51,18669,"""",""" ","""18669"" ","18669,",",","18669:""100.572.51"" ,",,,
200.580.66;18670,200.580.66,18670,"""",""" ","""18670"" ","18670,",",","18670:""200.580.66"" ,",,,
200.919.28;18671,200.919.28,18671,"""",""" ","""18671"" ","18671,",",","18671:""200.919.28"" ,",,,
210.327.78;18672,210.327.78,18672,"""",""" ","""18672"" ","18672,",",","18672:""210.327.78"" ,",,,
300.814.67;18673,300.814.67,18673,"""",""" ","""18673"" ","18673,",",","18673:""300.814.67"" ,",,,
300.919.23;18674,300.919.23,18674,"""",""" ","""18674"" ","18674,",",","18674:""300.919.23"" ,",,,
301.334.90;18675,301.334.90,18675,"""",""" ","""18675"" ","18675,",",","18675:""301.334.90"" ,",,,
400.580.65;18676,400.580.65,18676,"""",""" ","""18676"" ","18676,",",","18676:""400.580.65"" ,",,,
401.376.90;18677,401.376.90,18677,"""",""" ","""18677"" ","18677,",",","18677:""401.376.90"" ,",,,
401.431.44;18678,401.431.44,18678,"""",""" ","""18678"" ","18678,",",","18678:""401.431.44"" ,",,,
463.156.00;18679,463.156.00,18679,"""",""" ","""18679"" ","18679,",",","18679:""463.156.00"" ,",,,
500.151.22;18680,500.151.22,18680,"""",""" ","""18680"" ","18680,",",","18680:""500.151.22"" ,",,,
500.302.12;18681,500.302.12,18681,"""",""" ","""18681"" ","18681,",",","18681:""500.302.12"" ,",,,
500.312.83;18682,500.312.83,18682,"""",""" ","""18682"" ","18682,",",","18682:""500.312.83"" ,",,,
500.919.41;18683,500.919.41,18683,"""",""" ","""18683"" ","18683,",",","18683:""500.919.41"" ,",,,
501.245.12;18685,501.245.12,18685,"""",""" ","""18685"" ","18685,",",","18685:""501.245.12"" ,",,,
501.330.69;18686,501.330.69,18686,"""",""" ","""18686"" ","18686,",",","18686:""501.330.69"" ,",,,
601.349.35;18687,601.349.35,18687,"""",""" ","""18687"" ","18687,",",","18687:""601.349.35"" ,",,,
700.302.11;18688,700.302.11,18688,"""",""" ","""18688"" ","18688,",",","18688:""700.302.11"" ,",,,
701.330.68;18689,701.330.68,18689,"""",""" ","""18689"" ","18689,",",","18689:""701.330.68"" ,",,,
763.305.00;18690,763.305.00,18690,"""",""" ","""18690"" ","18690,",",","18690:""763.305.00"" ,",,,
800.919.49;18692,800.919.49,18692,"""",""" ","""18692"" ","18692,",",","18692:""800.919.49"" ,",,,
801.327.80;18693,801.327.80,18693,"""",""" ","""18693"" ","18693,",",","18693:""801.327.80"" ,",,,
801.348.21;18695,801.348.21,18695,"""",""" ","""18695"" ","18695,",",","18695:""801.348.21"" ,",,,
801.463.53;18696,801.463.53,18696,"""",""" ","""18696"" ","18696,",",","18696:""801.463.53"" ,",,,
901.256.99;18697,901.256.99,18697,"""",""" ","""18697"" ","18697,",",","18697:""901.256.99"" ,",,,
901.317.04;18698,901.317.04,18698,"""",""" ","""18698"" ","18698,",",","18698:""901.317.04"" ,",,,
963.111.00;18700,963.111.00,18700,"""",""" ","""18700"" ","18700,",",","18700:""963.111.00"" ,",,,
VF_papaer_bowl;18750,VF_papaer_bowl,18750,"""",""" ","""18750"" ","18750,",",","18750:""VF_papaer_bowl"" ,",,,
Country_Crock15;18767,Country_Crock15,18767,"""",""" ","""18767"" ","18767,",",","18767:""Country_Crock15"" ,",,,
242.07.6610;18784,242.07.6610,18784,"""",""" ","""18784"" ","18784,",",","18784:""242.07.6610"" ,",,,
242.07.6602;18785,242.07.6602,18785,"""",""" ","""18785"" ","18785,",",","18785:""242.07.6602"" ,",,,
travel_mug;18792,travel_mug,18792,"""",""" ","""18792"" ","18792,",",","18792:""travel_mug"" ,",,,
mach3_gel;18746,mach3_gel,18746,"""",""" ","""18746"" ","18746,",",","18746:""mach3_gel"" ,",,,
odwalla_bottle;18779,odwalla_bottle,18779,"""",""" ","""18779"" ","18779,",",","18779:""odwalla_bottle"" ,",,,
coffee-mate;18765,coffee-mate,18765,"""",""" ","""18765"" ","18765,",",","18765:""coffee-mate"" ,",,,
suave-kids-3in1;18766,suave-kids-3in1,18766,"""",""" ","""18766"" ","18766,",",","18766:""suave-kids-3in1"" ,",,,
izze_can;18783,izze_can,18783,"""",""" ","""18783"" ","18783,",",","18783:""izze_can"" ,",,,
v8_bottle;18791,v8_bottle,18791,"""",""" ","""18791"" ","18791,",",","18791:""v8_bottle"" ,",,,
Chaibaby_tea;18796,Chaibaby_tea,18796,"""",""" ","""18796"" ","18796,",",","18796:""Chaibaby_tea"" ,",,,
rishi_tea_jas;18797,rishi_tea_jas,18797,"""",""" ","""18797"" ","18797,",",","18797:""rishi_tea_jas"" ,",,,
Clearasil_jar;18799,Clearasil_jar,18799,"""",""" ","""18799"" ","18799,",",","18799:""Clearasil_jar"" ,",,,
contact lens cleaner;18800,contact lens cleaner,18800,"""",""" ","""18800"" ","18800,",",","18800:""contact lens cleaner"" ,",,,
campbell_soup_can;18807,campbell_soup_can,18807,"""",""" ","""18807"" ","18807,",",","18807:""campbell_soup_can"" ,",,,
campbell_soup_handheld;18808,campbell_soup_handheld,18808,"""",""" ","""18808"" ","18808,",",","18808:""campbell_soup_handheld"" ,",,,
cylinder_radius_0.02785_height_0.315;18809,cylinder_radius_0.02785_height_0.315,18809,"""",""" ","""18809"" ","18809,",",","18809:""cylinder_radius_0.02785_height_0.315"" ,",,,
000.919.29;18635,000.919.29,18635,"""",""" ","""18635"" ","18635,",",","18635:""000.919.29"" ,",,,
301.290.30;18657,301.290.30,18657,"""",""" ","""18657"" ","18657,",",","18657:""301.290.30"" ,",,,
000.580.67;18665,000.580.67,18665,"""",""" ","""18665"" ","18665,",",","18665:""000.580.67"" ,",,,
