"original_model_model;""scaled_model_id""",original_model_model,scaled_model_id,,,,,,,,,
501.161.83;18684,501.161.83,18684,"""",""" ","""18684"" ","18684,",",","18684:""501.161.83"" ,",,,
800.572.57;18691,800.572.57,18691,"""",""" ","""18691"" ","18691,",",","18691:""800.572.57"" ,",,,
901.334.73;18699,901.334.73,18699,"""",""" ","""18699"" ","18699,",",","18699:""901.334.73"" ,",,,
900.444.86saucer;18719,900.444.86saucer,18719,"""",""" ","""18719"" ","18719,",",","18719:""900.444.86saucer"" ,",,,
200.03.1301;18724,200.03.1301,18724,"""",""" ","""18724"" ","18724,",",","18724:""200.03.1301"" ,",,,
242.09.6219-glass;18788,242.09.6219-glass,18788,"""",""" ","""18788"" ","18788,",",","18788:""242.09.6219-glass"" ,",,,
book;18812,book,18812,"""",""" ","""18812"" ","18812,",",","18812:""book"" ,",,,
cell_phone;18813,cell_phone,18813,"""",""" ","""18813"" ","18813,",",","18813:""cell_phone"" ,",,,
cordless_phone;18814,cordless_phone,18814,"""",""" ","""18814"" ","18814,",",","18814:""cordless_phone"" ,",,,
fork;18815,fork,18815,"""",""" ","""18815"" ","18815,",",","18815:""fork"" ,",,,
eyeglasses;18816,eyeglasses,18816,"""",""" ","""18816"" ","18816,",",","18816:""eyeglasses"" ,",,,
lighter;18817,lighter,18817,"""",""" ","""18817"" ","18817,",",","18817:""lighter"" ,",,,
medicine_pill;18818,medicine_pill,18818,"""",""" ","""18818"" ","18818,",",","18818:""medicine_pill"" ,",,,
mug;18819,mug,18819,"""",""" ","""18819"" ","18819,",",","18819:""mug"" ,",,,
pen;18820,pen,18820,"""",""" ","""18820"" ","18820,",",","18820:""pen"" ,",,,
prescription_bottle;18821,prescription_bottle,18821,"""",""" ","""18821"" ","18821,",",","18821:""prescription_bottle"" ,",,,
soap;18822,soap,18822,"""",""" ","""18822"" ","18822,",",","18822:""soap"" ,",,,
spoon;18823,spoon,18823,"""",""" ","""18823"" ","18823,",",","18823:""spoon"" ,",,,
straw;18824,straw,18824,"""",""" ","""18824"" ","18824,",",","18824:""straw"" ,",,,
toothbrush;18825,toothbrush,18825,"""",""" ","""18825"" ","18825,",",","18825:""toothbrush"" ,",,,
toothpaste;18826,toothpaste,18826,"""",""" ","""18826"" ","18826,",",","18826:""toothpaste"" ,",,,
tv_remote;18827,tv_remote,18827,"""",""" ","""18827"" ","18827,",",","18827:""tv_remote"" ,",,,
walking_cane;18828,walking_cane,18828,"""",""" ","""18828"" ","18828,",",","18828:""walking_cane"" ,",,,
wallet;18829,wallet,18829,"""",""" ","""18829"" ","18829,",",","18829:""wallet"" ,",,,
wrist_watch;18830,wrist_watch,18830,"""",""" ","""18830"" ","18830,",",","18830:""wrist_watch"" ,",,,
801.334.78;18694,801.334.78,18694,"""",""" ","""18694"" ","18694,",",","18694:""801.334.78"" ,",,,
901.125.07;18722,901.125.07,18722,"""",""" ","""18722"" ","18722,",",","18722:""901.125.07"" ,",,,
sports water bottle;18633,sports water bottle,18633,"""",""" ","""18633"" ","18633,",",","18633:""sports water bottle"" ,",,,
Coke_classic;18744,Coke_classic,18744,"""",""" ","""18744"" ","18744,",",","18744:""Coke_classic"" ,",,,
plate;18832,plate,18832,"""",""" ","""18832"" ","18832,",",","18832:""plate"" ,",,,
Amys bowls country cheddar;18928,Amys bowls country cheddar,18928,"""",""" ","""18928"" ","18928,",",","18928:""Amys bowls country cheddar"" ,",,,
face mug someother;18932,face mug someother,18932,"""",""" ","""18932"" ","18932,",",","18932:""face mug someother"" ,",,,
hotel card;18934,hotel card,18934,"""",""" ","""18934"" ","18934,",",","18934:""hotel card"" ,",,,
little_bowl;18974,little_bowl,18974,"""",""" ","""18974"" ","18974,",",","18974:""little_bowl"" ,",,,
Mop and Glo;18936,Mop and Glo,18936,"""",""" ","""18936"" ","18936,",",","18936:""Mop and Glo"" ,",,,
Nantucket Watermelon Strawberry;18937,Nantucket Watermelon Strawberry,18937,"""",""" ","""18937"" ","18937,",",","18937:""Nantucket Watermelon Strawberry"" ,",,,
Nature's Path Organic Peanut Butter Granola;18938,Nature's Path Organic Peanut Butter Granola,18938,"""",""" ","""18938"" ","18938,",",","18938:""Nature's Path Organic Peanut Butter Granola"" ,",,,
Oi Ocha;18939,Oi Ocha,18939,"""",""" ","""18939"" ","18939,",",","18939:""Oi Ocha"" ,",,,
Remote Control;18940,Remote Control,18940,"""",""" ","""18940"" ","18940,",",","18940:""Remote Control"" ,",,,
ROS PHD Comic;18943,ROS PHD Comic,18943,"""",""" ","""18943"" ","18943,",",","18943:""ROS PHD Comic"" ,",,,
soup spaghettio;18944,soup spaghettio,18944,"""",""" ","""18944"" ","18944,",",","18944:""soup spaghettio"" ,",,,
sphaghetti;18945,sphaghetti,18945,"""",""" ","""18945"" ","18945,",",","18945:""sphaghetti"" ,",,,
Tecate;18946,Tecate,18946,"""",""" ","""18946"" ","18946,",",","18946:""Tecate"" ,",,,
Trader Joe's Paneer Tikka Masala;18948,Trader Joe's Paneer Tikka Masala,18948,"""",""" ","""18948"" ","18948,",",","18948:""Trader Joe's Paneer Tikka Masala"" ,",,,
sour cream;18951,sour cream,18951,"""",""" ","""18951"" ","18951,",",","18951:""sour cream"" ,",,,
small cup;18952,small cup,18952,"""",""" ","""18952"" ","18952,",",","18952:""small cup"" ,",,,
tall glass;18953,tall glass,18953,"""",""" ","""18953"" ","18953,",",","18953:""tall glass"" ,",,,
boss bottle;18954,boss bottle,18954,"""",""" ","""18954"" ","18954,",",","18954:""boss bottle"" ,",,,
valentino ball;18955,valentino ball,18955,"""",""" ","""18955"" ","18955,",",","18955:""valentino ball"" ,",,,
wine glass;18956,wine glass,18956,"""",""" ","""18956"" ","18956,",",","18956:""wine glass"" ,",,,
boss box;18957,boss box,18957,"""",""" ","""18957"" ","18957,",",","18957:""boss box"" ,",,,
yellow cup;18958,yellow cup,18958,"""",""" ","""18958"" ","18958,",",","18958:""yellow cup"" ,",,,
small glass;18959,small glass,18959,"""",""" ","""18959"" ","18959,",",","18959:""small glass"" ,",,,
curved bottle;18960,curved bottle,18960,"""",""" ","""18960"" ","18960,",",","18960:""curved bottle"" ,",,,
small mug;18961,small mug,18961,"""",""" ","""18961"" ","18961,",",","18961:""small mug"" ,",,,
glass bowl;18962,glass bowl,18962,"""",""" ","""18962"" ","18962,",",","18962:""glass bowl"" ,",,,
ziplock;18949,ziplock,18949,"""",""" ","""18949"" ","18949,",",","18949:""ziplock"" ,",,,
Eggo;18931,Eggo,18931,"""",""" ","""18931"" ","18931,",",","18931:""Eggo"" ,",,,
Egg Carton;18930,Egg Carton,18930,"""",""" ","""18930"" ","18930,",",","18930:""Egg Carton"" ,",,,
Robot Cards;18941,Robot Cards,18941,"""",""" ","""18941"" ","18941,",",","18941:""Robot Cards"" ,",,,
Robot Power;18942,Robot Power,18942,"""",""" ","""18942"" ","18942,",",","18942:""Robot Power"" ,",,,
Honey Bunches;18933,Honey Bunches,18933,"""",""" ","""18933"" ","18933,",",","18933:""Honey Bunches"" ,",,,
Clorox;18929,Clorox,18929,"""",""" ","""18929"" ","18929,",",","18929:""Clorox"" ,",,,
Mini Mouse Bank;18935,Mini Mouse Bank,18935,"""",""" ","""18935"" ","18935,",",","18935:""Mini Mouse Bank"" ,",,,
Tide 2x;18947,Tide 2x,18947,"""",""" ","""18947"" ","18947,",",","18947:""Tide 2x"" ,",,,
arm and hammer;18963,arm and hammer,18963,"""",""" ","""18963"" ","18963,",",","18963:""arm and hammer"" ,",,,
black pepper;18964,black pepper,18964,"""",""" ","""18964"" ","18964,",",","18964:""black pepper"" ,",,,
french's mustard;18965,french's mustard,18965,"""",""" ","""18965"" ","18965,",",","18965:""french's mustard"" ,",,,
pledge;18966,pledge,18966,"""",""" ","""18966"" ","18966,",",","18966:""pledge"" ,",,,
woolite;18967,woolite,18967,"""",""" ","""18967"" ","18967,",",","18967:""woolite"" ,",,,
Bon Ami;18968,Bon Ami,18968,"""",""" ","""18968"" ","18968,",",","18968:""Bon Ami"" ,",,,
Pam;18969,Pam,18969,"""",""" ","""18969"" ","18969,",",","18969:""Pam"" ,",,,
Kona Coffee Can;18970,Kona Coffee Can,18970,"""",""" ","""18970"" ","18970,",",","18970:""Kona Coffee Can"" ,",,,
big_bowl;18972,big_bowl,18972,"""",""" ","""18972"" ","18972,",",","18972:""big_bowl"" ,",,,
little_sushi_bowl;18975,little_sushi_bowl,18975,"""",""" ","""18975"" ","18975,",",","18975:""little_sushi_bowl"" ,",,,
big_sushi_bowl;18976,big_sushi_bowl,18976,"""",""" ","""18976"" ","18976,",",","18976:""big_sushi_bowl"" ,",,,
little_sushi_cup;18977,little_sushi_cup,18977,"""",""" ","""18977"" ","18977,",",","18977:""little_sushi_cup"" ,",,,
big_sushi_cup;18978,big_sushi_cup,18978,"""",""" ","""18978"" ","18978,",",","18978:""big_sushi_cup"" ,",,,
little_sushi_plate;18979,little_sushi_plate,18979,"""",""" ","""18979"" ","18979,",",","18979:""little_sushi_plate"" ,",,,
big_sushi_plate;18980,big_sushi_plate,18980,"""",""" ","""18980"" ","18980,",",","18980:""big_sushi_plate"" ,",,,
,,,,,"""18742"" ""18805"" ""18803"" ""18637"" ""18638"" ""18640"" ""18641"" ""18642"" ""18644"" ""18645"" ""18646"" ""18647"" ""18648"" ""18649"" ""18650"" ""18652"" ""18654"" ""18655"" ""18656"" ""18658"" ""18659"" ""18660"" ""18661"" ""18662"" ""18663"" ""18664"" ""18701"" ""18702"" ""18703"" ""18704"" ""18705"" ""18706"" ""18707"" ""18708"" ""18709"" ""18710"" ""18711"" ""18712"" ""18713"" ""18714"" ""18715"" ""18716"" ""18717"" ""18718"" ""18735"" ""18739"" ""18786"" ""18787"" ""18789"" ""18793"" ""18804"" ""18798"" ""18740"" ""18741"" ""18751"" ""18743"" ""18745"" ""18757"" ""18752"" ""18756"" ""18755"" ""18759"" ""18760"" ""18754"" ""18761"" ""18772"" ""18773"" ""18782"" ""18774"" ""18758"" ""18775"" ""18794"" ""18776"" ""18790"" ""18777"" ""18753"" ""18762"" ""18763"" ""18764"" ""18720"" ""18721"" ""18723"" ""18725"" ""18726"" ""18727"" ""18728"" ""18729"" ""18730"" ""18731"" ""18732"" ""18733"" ""18734"" ""18736"" ""18737"" ""18738"" ""18747"" ""18748"" ""18973"" ""18749"" ""18768"" ""18769"" ""18778"" ""18770"" ""18771"" ""18780"" ""18781"" ""18795"" ""18806"" ""18801"" ""18802"" ""18666"" ""18667"" ""18668"" ""18669"" ""18670"" ""18671"" ""18672"" ""18673"" ""18674"" ""18675"" ""18676"" ""18677"" ""18678"" ""18679"" ""18680"" ""18681"" ""18682"" ""18683"" ""18685"" ""18686"" ""18687"" ""18688"" ""18689"" ""18690"" ""18692"" ""18693"" ""18695"" ""18696"" ""18697"" ""18698"" ""18700"" ""18750"" ""18767"" ""18784"" ""18785"" ""18792"" ""18746"" ""18779"" ""18765"" ""18766"" ""18783"" ""18791"" ""18796"" ""18797"" ""18799"" ""18800"" ""18807"" ""18808"" ""18809"" ""18635"" ""18657"" ""18665"" ""18684"" ""18691"" ""18699"" ""18719"" ""18724"" ""18788"" ""18812"" ""18813"" ""18814"" ""18815"" ""18816"" ""18817"" ""18818"" ""18819"" ""18820"" ""18821"" ""18822"" ""18823"" ""18824"" ""18825"" ""18826"" ""18827"" ""18828"" ""18829"" ""18830"" ""18694"" ""18722"" ""18633"" ""18744"" ""18832"" ""18928"" ""18932"" ""18934"" ""18974"" ""18936"" ""18937"" ""18938"" ""18939"" ""18940"" ""18943"" ""18944"" ""18945"" ""18946"" ""18948"" ""18951"" ""18952"" ""18953"" ""18954"" ""18955"" ""18956"" ""18957"" ""18958"" ""18959"" ""18960"" ""18961"" ""18962"" ""18949"" ""18931"" ""18930"" ""18941"" ""18942"" ""18933"" ""18929"" ""18935"" ""18947"" ""18963"" ""18964"" ""18965"" ""18966"" ""18967"" ""18968"" ""18969"" ""18970"" ""18972"" ""18975"" ""18976"" ""18977"" ""18978"" ""18979"" ""18980"" ",,,,,,
,,,,,rosservice call /objects_database_node/get_model_mesh 18742 >> 085.06.0082.txt,,,,,,
,,,,,,,,,,,
,,,,,"for cmd in ""18742"" ""18805"" ""18803"" ""18637"" ""18638"" ""18640"" ""18641"" ""18642"" ""18644"" ""18645"" ""18646"" ""18647"" ""18648"" ""18649"" ""18650"" ""18652"" ""18654"" ""18655"" ""18656"" ""18658"" ""18659"" ""18660"" ""18661"" ""18662"" ""18663"" ""18664"" ""18701"" ""18702"" ""18703"" ""18704"" ""18705"" ""18706"" ""18707"" ""18708"" ""18709"" ""18710"" ""18711"" ""18712"" ""18713"" ""18714"" ""18715"" ""18716"" ""18717"" ""18718"" ""18735"" ""18739"" ""18786"" ""18787"" ""18789"" ""18793"" ""18804"" ""18798"" ""18740"" ""18741"" ""18751"" ""18743"" ""18745"" ""18757"" ""18752"" ""18756"" ""18755"" ""18759"" ""18760"" ""18754"" ""18761"" ""18772"" ""18773"" ""18782"" ""18774"" ""18758"" ""18775"" ""18794"" ""18776"" ""18790"" ""18777"" ""18753"" ""18762"" ""18763"" ""18764"" ""18720"" ""18721"" ""18723"" ""18725"" ""18726"" ""18727"" ""18728"" ""18729"" ""18730"" ""18731"" ""18732"" ""18733"" ""18734"" ""18736"" ""18737"" ""18738"" ""18747"" ""18748"" ""18973"" ""18749"" ""18768"" ""18769"" ""18778"" ""18770"" ""18771"" ""18780"" ""18781"" ""18795"" ""18806"" ""18801"" ""18802"" ""18666"" ""18667"" ""18668"" ""18669"" ""18670"" ""18671"" ""18672"" ""18673"" ""18674"" ""18675"" ""18676"" ""18677"" ""18678"" ""18679"" ""18680"" ""18681"" ""18682"" ""18683"" ""18685"" ""18686"" ""18687"" ""18688"" ""18689"" ""18690"" ""18692"" ""18693"" ""18695"" ""18696"" ""18697"" ""18698"" ""18700"" ""18750"" ""18767"" ""18784"" ""18785"" ""18792"" ""18746"" ""18779"" ""18765"" ""18766"" ""18783"" ""18791"" ""18796"" ""18797"" ""18799"" ""18800"" ""18807"" ""18808"" ""18809"" ""18635"" ""18657"" ""18665"" ""18684"" ""18691"" ""18699"" ""18719"" ""18724"" ""18788"" ""18812"" ""18813"" ""18814"" ""18815"" ""18816"" ""18817"" ""18818"" ""18819"" ""18820"" ""18821"" ""18822"" ""18823"" ""18824"" ""18825"" ""18826"" ""18827"" ""18828"" ""18829"" ""18830"" ""18694"" ""18722"" ""18633"" ""18744"" ""18832"" ""18928"" ""18932"" ""18934"" ""18974"" ""18936"" ""18937"" ""18938"" ""18939"" ""18940"" ""18943"" ""18944"" ""18945"" ""18946"" ""18948"" ""18951"" ""18952"" ""18953"" ""18954"" ""18955"" ""18956"" ""18957"" ""18958"" ""18959"" ""18960"" ""18961"" ""18962"" ""18949"" ""18931"" ""18930"" ""18941"" ""18942"" ""18933"" ""18929"" ""18935"" ""18947"" ""18963"" ""18964"" ""18965"" ""18966"" ""18967"" ""18968"" ""18969"" ""18970"" ""18972"" ""18975"" ""18976"" ""18977"" ""18978"" ""18979"" ""18980""  do rosservice call /objects_database_node/get_model_mesh $cmd >> $cmd.txt; done",,,,,,
